generator_id,osm_id,generator_type,name,base_risk_score,route_review_priority_score,straight_nearest_crossing_id,straight_nearest_crossing_m,route_nearest_crossing_id,route_nearest_crossing_m,straight_distance_to_route_crossing_m,route_vs_straight_ratio,route_gap_m,reachable_crossings,generator_network_attach_m,generator_network_road_id,generator_network_road_class,crossing_network_attach_m,crossing_network_road_id,crossing_network_road_class,network_status,network_flags,data_quality_flags,review_wording,geometry_wkt,lon,lat
gen_0169,5210720857,bus_stop,משה דיין/זמנהוף,75,95,cross_0176,230.9,cross_0179,300.1,238.2,1.26,69.2,334,3.3,road_00621,tertiary,0.0,road_00064,tertiary,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192687.700446 676012.459903),34.92061099950949,32.17728200063345
gen_0053,1803009763,bus_stop,דרך המוביל/העגורים,75,95,cross_0031,284.4,cross_0031,299.7,284.4,1.05,15.3,334,5.7,road_01574,tertiary,0.0,road_00030,tertiary,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193653.79649 676957.978554),34.930828999509785,32.185831000633186
gen_0045,1803004989,bus_stop,ד״ר משה סנה/ברקן,75,95,cross_0202,228.9,cross_0202,297.4,228.9,1.30,68.5,334,10.2,road_00576,tertiary,0.0,road_00880,residential,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190388.250181 677033.899844),34.89619899951099,32.186436000631026
gen_0103,1803041832,bus_stop,טשרניחובסקי/כנפי נשרים,75,95,cross_0212,230.5,cross_0085,296.3,286.7,1.03,65.8,334,9.7,road_02026,primary,0.0,road_01009,primary,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191328.869409 677317.57389),34.90616499951083,32.18901800063134
gen_0125,1803064894,bus_stop,סוקולוב/ששת הימים,75,95,cross_0155,242.0,cross_0148,291.8,282.4,1.03,49.8,334,6.8,road_00758,tertiary,0.0,road_00759,primary_link,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190902.703046 675601.58813),34.90169699950985,32.173533000632695
gen_0313,753552706,park,Kdoshei Kahir Park,75,95,cross_0202,208.1,cross_0202,287.5,208.1,1.38,79.4,334,0.3,road_00448,path,0.0,road_00880,residential,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190548.390252 677011.876209),34.89789779192393,32.186241524508226
gen_0282,237392048,park,,75,95,cross_0159,223.5,cross_0158,275.8,229.5,1.20,52.3,334,2.1,road_00444,footway,0.0,road_00149,tertiary,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191774.242051 675443.338234),34.910942089410064,32.17212771811384
gen_0052,1803009762,bus_stop,דרך המוביל/העגורים,75,95,cross_0031,258.9,cross_0031,272.1,258.9,1.05,13.2,334,5.1,road_01574,tertiary,0.0,road_00030,tertiary,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193640.057273 676932.397296),34.93068399950977,32.1856000006332
gen_0237,130386299,park,,75,95,cross_0264,181.2,cross_0174,270.7,198.1,1.37,89.5,334,0.8,road_01771,path,0.0,road_00065,tertiary,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192485.476316 675706.766385),34.91847543654569,32.17452051015272
gen_0040,1803002009,bus_stop,בר אילן/נחל הדס,75,95,cross_0116,185.6,cross_0116,269.7,185.6,1.45,84.1,334,4.0,road_00081,tertiary,0.0,road_00559,tertiary,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191992.443303 676507.679416),34.91322499951006,32.18173100063253
gen_0288,349439375,park,,75,95,cross_0327,223.0,cross_0028,267.4,223.8,1.19,44.4,334,13.9,road_01221,footway,0.0,road_01225,tertiary_link,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193843.610802 676111.220699),34.932864449513914,32.178199500691875
gen_0362,9678161511,playground,,75,95,cross_0264,173.8,cross_0235,266.1,189.8,1.40,92.3,334,3.8,road_01771,path,0.0,road_02404,footway,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192486.431453 675698.3904),34.91848579950937,32.174445000633604
gen_0007,12172547108,bus_stop,בן גוריון/הרצל,75,95,cross_0159,229.6,cross_0158,256.6,230.3,1.11,27.0,334,4.8,road_00770,footway,0.0,road_00149,tertiary,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191759.625797 675413.024853),34.91078799950943,32.17185400063343
gen_0114,1803054428,bus_stop,מטווח עירוני/בן יהודה,70,90,cross_0271,268.3,cross_0271,275.7,268.3,1.03,7.4,334,6.7,road_00669,secondary,0.0,road_00669,secondary,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192910.481792 676666.584993),34.922954999509834,32.18318600063298
gen_0370,185955241,school,"בי""ס אוסישקין",60,85,cross_0339,458.7,cross_0066,519.0,463.6,1.12,60.3,334,53.7,road_00018,residential,0.0,road_01543,tertiary_link,ok,"[""generator_far_from_network_proxy"", ""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""generator_far_from_mapped_network_proxy"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_major_road_maxspeed_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191455.530957 675248.471953),34.90756869772421,32.170362583473995
gen_0389,641703939,school,בית הספר הירוק,50,85,cross_0187,103.0,cross_0187,422.6,103.0,4.10,319.6,334,57.0,road_00316,residential,0.0,road_01312,secondary_link,ok,"[""generator_far_from_network_proxy"", ""high_network_detour_ratio"", ""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""generator_far_from_mapped_network_proxy"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_major_road_maxspeed_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190151.249284 677436.150299),34.89367351749564,32.19005722333232
gen_0376,236166324,school,,50,85,cross_0202,131.4,cross_0202,346.9,131.4,2.64,215.5,334,99.7,road_00448,path,0.0,road_00880,residential,ok,"[""generator_far_from_network_proxy"", ""high_network_detour_ratio"", ""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""generator_far_from_mapped_network_proxy"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_major_road_maxspeed_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190577.175847 676893.779994),34.898206598821815,32.18517730741689
gen_0377,236166329,school,"בית ספר יסודי ע""ש סורקיס",60,85,cross_0093,190.0,cross_0093,327.8,190.0,1.73,137.8,334,35.6,road_00040,residential,0.0,road_00664,primary,ok,"[""generator_far_from_network_proxy"", ""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""generator_far_from_mapped_network_proxy"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190789.179919 676996.053599),34.90045159721371,32.18610500250558
gen_0261,232408787,park,,60,85,cross_0304,158.8,cross_0229,286.4,163.0,1.76,127.6,334,38.8,road_00124,residential,0.0,road_02011,cycleway,ok,"[""generator_far_from_network_proxy"", ""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""generator_far_from_mapped_network_proxy"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192689.968096 675310.877169),34.920654660066056,32.17095536656384
gen_0016,1802987238,bus_stop,אזור תעשיה סנטרל פארק 2000,60,80,cross_0337,889.9,cross_0337,935.5,889.9,1.05,45.6,8,5.8,road_01172,tertiary,0.0,road_01819,tertiary,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (194153.912865 674204.369089),34.93620499950778,32.16101100063611
gen_0017,1802987264,bus_stop,אזור תעשיה סנטרל פארק 2000,60,80,cross_0337,809.9,cross_0337,851.5,809.9,1.05,41.6,8,4.9,road_01172,tertiary,0.0,road_01819,tertiary,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (194075.314617 674233.508098),34.935370999507825,32.161272000636025
gen_0150,1803095183,bus_stop,תרי עשר/אלישע,60,80,cross_0293,590.0,cross_0293,775.9,590.0,1.32,185.9,334,5.5,road_00614,tertiary,0.0,road_00256,residential,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (194497.242189 677566.554299),34.939756999509875,32.19133800063315
gen_0151,1803095188,bus_stop,תרי עשר/גדעון,60,80,cross_0293,591.1,cross_0293,743.2,591.1,1.26,152.1,334,1.5,road_00614,tertiary,0.0,road_00256,residential,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (194266.471689 677633.660419),34.93730799951,32.19193800063293
